rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1cIS13bqNfZcTs8LSK8r0a","Felipe e Rodrigo","Gosta De Rua (Ao Vivo)","MK Records",1,2,3,"9568591"
2,"spotify:track:5GV7OpSEb8MPTryL0Q5i6c","DJ JZ, Humberto & Ronaldo, Mc Mininin, DJ LG PROD, Silvanno Salles","Mtg Quero Te Encontrar","Tropa do Serrão",1,1,7,"8836476"
3,"spotify:track:6P1mkNAmgihFwFRBhpaev3","Luan Pereira, Mc Daniel","ENTRA NA DEFENDER","Som Livre",3,4,5,"7099258"
4,"spotify:track:6X6jKoyw1OjogRghMEQAZV","Jorge & Mateus, Lauana Prado","Haverá Sinais - Ao Vivo","Som Livre",2,5,9,"5961472"
5,"spotify:track:027ielmg4mNR1p1Ds3Mvgh","DJ Ws da Igrejinha, DJ JOÃO PEREIRA, Mc Dudu Sk, MC TH DA SERRA, DALÃMA","Não Vou Namorar","Dalama Records",5,11,5,"5353715"
6,"spotify:track:3hfCle1QRfbwIpQ1B746lV","MC Saci, Complexo dos Hits, DJ Sammer, Mc Pretchako","Aquariano Nato","eumcsaci",2,3,30,"5211059"
7,"spotify:track:7pnqm6UEb7SzpDxb53wULT","Mc IG, MC Ryan SP, Oruam, MC PH, Mc Poze do Rodo, MC GP, TrapLaudo, Mc Luki, MC GH do 7, MC Nego Micha, Murillo e LT no Beat","Diz Aí Qual é o Plano?","WM Brazil",1,6,7,"5173375"
8,"spotify:track:6cFW2FPaUL4YRJfS9zFJaV","Simone Mendes","Dois Tristes - Ao Vivo","UME - Global Clearing House",8,13,8,"5131852"
9,"spotify:track:3QpDKVHmf9RDQkJbAUNWzI","Gustavo Moura & Rafael","Digitando","Astro Produções",9,31,9,"5013954"
10,"spotify:track:42JNab8NPeCADJ9D3Cl5wS","Zé Neto & Cristiano","Barulho Do Foguete - Ao Vivo","Som Livre",4,9,43,"4720722"
11,"spotify:track:1WHDOr19zyyqu6XXIvdgfX","Hugo & Guilherme, Maiara & Maraisa","Morena De Goiânia - Ao Vivo","Som Livre",11,12,5,"4692047"
12,"spotify:track:6mJCx80Wc91GPi9ew9bkmD","DENNIS, Ana Castela, Mc Gw","RAM TCHUM","Sony Music Entertainment",3,8,8,"4425767"
13,"spotify:track:6Gn8SHd3RIWjOermcidCJk","Dj Lc, DJ JOAO DA INESTAN, Mc Pretchako, MC Saci, Complexo dos Hits","A Internet É Toxica","Complexo dos Hits",7,7,25,"4362523"
14,"spotify:track:24R0oyjvhV4HIFFvoK3XkP","Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA","TUMBÁTUM","Tropa Do Bruxo",11,17,11,"4194742"
15,"spotify:track:2HzLEPWKXcfpwfmEIUURHo","Tz da Coronel, Ryu, The Runner, Nagalli, Cúpula","Qual é seu desejo?","Cúpula",1,16,8,"4114361"
16,"spotify:track:2OzhQlSqBEmt7hmkYxfT6m","Taylor Swift, Post Malone","Fortnight (feat. Post Malone)","Taylor Swift",16,-1,1,"4096176"
17,"spotify:track:5r0JHIjcY7dLWHkljNeQbj","Murilo Huff","Anestesiado - Ao Vivo","M Show",4,18,23,"4068123"
18,"spotify:track:0WiJIa3V9GdcJfcy1FhLjp","Zé Neto & Cristiano","Deu Moral - Ao Vivo","Som Livre",18,48,2,"4055816"
