rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1OUPXna2MCgAt3VNmXJBtg","Tropkillaz, J Balvin, Anitta, ZAAC","Bola Rebola","Universal Music Ltda.",1,1,4,"3190847"
2,"spotify:track:5EKHbW7mXcAR4hCyS3YXjb","Felipe Araújo, Ferrugem","Atrasadinha - Live","Universal Music Ltda.",1,3,26,"2790878"
3,"spotify:track:7FiIQXpIeLo3ITfGGpb8PB","MC Kevin o Chris, FP do Trem Bala","Vamos pra Gaiola","ADPAR Produções",2,2,10,"2781906"
4,"spotify:track:3RbXsVQr4jeTxvT35Hssq3","Marília Mendonça","Bebi Liguei - Ao Vivo","Som Livre",2,5,14,"2682896"
5,"spotify:track:2VxeLyX666F8uXCJ0dZF8B","Lady Gaga, Bradley Cooper","Shallow","A Star is Born OST",3,4,25,"2486978"
6,"spotify:track:2lAyctg5FocS67eksHoyIg","Márcia Fellipe, Jerry Smith","Quem Me Dera","Universal Music Ltda.",4,6,22,"2418742"
7,"spotify:track:5yH8pYxNckOU1cxfPsMIaz","DENNIS, MC Kevinho","Agora é Tudo Meu","Sony Music Entertainment",3,7,15,"2313290"
8,"spotify:track:5eMmT4Ava5BGThju0AD8vQ","Gusttavo Lima","Cem Mil - Ao Vivo","Sony Music Entertainment",8,20,21,"2306043"
9,"spotify:track:0IQCOAw9ZAI6WnXIrl481F","Mc Livinho, Rennan da Penha","Hoje Eu Vou Parar Na Gaiola","GR6 Music",5,8,19,"2187423"
10,"spotify:track:7KdcbYcVF8LkQeQcTYOixJ","Luan Santana, MC Kekel","Vingança - Ao Vivo","Som Livre",10,10,27,"2149709"
11,"spotify:track:2qkNnJvQvhLiZ63X1L3eFz","Zé Neto & Cristiano","Notificação Preferida - Ao Vivo","Som Livre",2,11,40,"2047362"
12,"spotify:track:7G2XZhDNHo7SSDWSVxC0UT","Anitta, MC Kevinho","Terremoto","WM Brazil",1,9,7,"2040964"
13,"spotify:track:6YjyT6MEMsMc41NNWk2dYg","Marília Mendonça, Maiara & Maraisa","Bebaça - Ao Vivo","Som Livre",13,18,4,"2032700"
14,"spotify:track:0XEJ7eph2IWFYZc73Jm3n2","Diego & Victor Hugo","Infarto","Sony Music Entertainment",9,13,19,"2025899"
15,"spotify:track:7oEr56KG6odStlQH0nvdyr","Gustavo Mioto","Solteiro Não Trai - Ao Vivo","Gustavo Mioto",15,17,15,"1996516"
16,"spotify:track:2caDAj0O4uD8OlJ8bap9nz","LUDMILLA, Anitta","Favela chegou - Ao vivo","WM Brazil",12,12,4,"1909715"
17,"spotify:track:4eB8rsNNm5791m3uvEBNLR","Zé Neto & Cristiano","Estado Decadente - Acústico","Som Livre",10,21,10,"1905930"
18,"spotify:track:3Hb9kUdm4yf839Fle4RIdT","MC L da Vinte, MC Gury, DJ Swat","Parado no Bailão","Onerpm",1,14,25,"1862124"
19,"spotify:track:1qCLx3nX25NuhfPjM5E1qV","Melim","Ouvi Dizer","Universal Music Ltda.",13,19,35,"1852651"
20,"spotify:track:2mJOngYlqgfdLMBSxPcJL3","Jerry Smith, Wesley Safadão","Quem Tem o Dom","Produtora X",15,15,8,"1823634"
21,"spotify:track:7wMAgaPiKzTNxpDWu2BPfk","Gabriel Diniz","Jenifer","Universal Music Ltda.",1,16,20,"1792467"
22,"spotify:track:6JqpFboOH2bq9pzaYbkKBn","Sofía Reyes, Rita Ora, Anitta","R.I.P. (feat. Rita Ora & Anitta)","WEA Latina",22,-1,1,"1663275"
23,"spotify:track:6ocbgoVGwYJhOv1GgI9NsF","Ariana Grande","7 rings","Republic Records",9,26,9,"1661277"
24,"spotify:track:13Rf6RaZT13TW4xLQR3MQr","MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Pineapple StormTv","Poesia Acústica #6 Era uma Vez","Pineapple StormTV",18,24,12,"1649844"
25,"spotify:track:7D5F5BzIon5zhzQrOU2pdN","Marília Mendonça","Ciumeira - Ao Vivo","Som Livre",1,22,30,"1626565"
26,"spotify:track:5MMrkwK6AgNAsgHVdC7daZ","Dilsinho","Péssimo Negócio (Ao Vivo)","Sony Music Entertainment",25,32,20,"1621053"
27,"spotify:track:2X8sssaxS5GReg6945B6RW","Wesley Safadão","Só Pra Castigar","Wesley Safadao",4,23,27,"1596972"
28,"spotify:track:0EZuXcsnjEmGuRYdFdcctX","Marília Mendonça","Sem Sal - Ao Vivo","Som Livre",20,25,21,"1596472"
29,"spotify:track:1xyVMQx51Kab6eLVtE6twx","Lauana Prado, Maiara & Maraisa","Cobaia","Universal Music Ltda.",26,33,32,"1571411"
30,"spotify:track:3o67Yt3Ua1qlSNV22zWUAn","Maiara & Maraisa, Zé Neto & Cristiano","Traí Sim - Ao Vivo","Som Livre",18,28,16,"1552117"
31,"spotify:track:0kCqaybZgYcLYxzZymmBoc","Henrique & Juliano","Quem Pegou, Pegou (Ao Vivo)","Vida Nova Produções, sob licença exclusiva para Virgin Music Group",7,27,30,"1534282"
32,"spotify:track:3mNmUjoDHYDYj08IaRPtg0","Lucas Lucco, Wesley Safadão","Posto 24h (feat. Wesley Safadão) - Ao Vivo","Sony Music Entertainment",23,29,22,"1518183"
33,"spotify:track:4SBQSroThFQ98U29IwnJ2g","Gloria Groove","Coisa Boa","SB MUSIC",33,36,10,"1459659"
34,"spotify:track:5Wmg5LPPJnbMsKA9fthM3l","Simone & Simaria, LUDMILLA","Qualidade De Vida - Ao Vivo","Universal Music Ltda.",8,30,10,"1458883"
35,"spotify:track:7rLegaz7zKB6EtDNzcslKE","MC Kevin o Chris, DENNIS","Medley da Gaiola - DENNIS Remix","Sony Music Entertainment",4,31,29,"1421321"
36,"spotify:track:28SWsF1IQxfc9bP5yua35K","Lexa, Gloria Groove","Provocar","Som Livre",34,34,17,"1377053"
37,"spotify:track:0H8CBal2Dcu5Yc001VotZN","IZA","Dona de mim","WM Brazil",26,39,25,"1340514"
38,"spotify:track:7LPR6AdkOQR9WpEixCGNCk","Lexa, MC Lan","Sapequinha","Som Livre",12,35,29,"1335203"
